Basic Block,Assembly,Source Line,CPU Time,CPU Time:Effective Time,CPU Time:Effective Time:Idle,CPU Time:Effective Time:Poor,CPU Time:Effective Time:Ok,CPU Time:Effective Time:Ideal,CPU Time:Effective Time:Over,CPU Time:Spin Time,CPU Time:Overhead Time,Instructions Retired,CPI Rate,CPU Frequency Ratio,Module,Function (Full),Source File,Module Path,Function Range Size,Start Address
0x3cb5c,"vmulpdz  0xc0(%r12), %zmm8, %zmm29",427,0.350810,0.350810,0.0,0.350810,0.0,0.0,0.0,0.0,0.0,13000000,30.000000,0.857143,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb64,"vmulpdz  0x600(%rcx), %zmm8, %zmm23",427,0.280648,0.280648,0.0,0.280648,0.0,0.0,0.0,0.0,0.0,26000000,15.000000,1.071429,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb6b,"vmulpdz  0x6c0(%rcx), %zmm8, %zmm27",427,0.230533,0.230533,0.0,0.230533,0.0,0.0,0.0,0.0,0.0,117000000,4.000000,1.565217,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb72,"vmulpdz  (%r14), %zmm8, %zmm24",427,0.410949,0.410949,0.0,0.410949,0.0,0.0,0.0,0.0,0.0,78000000,5.666667,0.829268,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb78,"vmulpdz  0xc0(%r14), %zmm8, %zmm28",427,0.190440,0.190440,0.0,0.190440,0.0,0.0,0.0,0.0,0.0,936000000,0.361111,1.368421,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb7f,"vmulpdz  0x180(%r14), %zmm8, %zmm25",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,520000000,0.925000,1.423077,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb86,"vmulpdz  0x240(%r14), %zmm8, %zmm26",427,0.270625,0.270625,0.0,0.270625,0.0,0.0,0.0,0.0,0.0,364000000,1.392857,1.444444,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb8d,"vfmadd231pdz  0x640(%r8), %zmm7, %zmm30",427,0.340787,0.340787,0.0,0.340787,0.0,0.0,0.0,0.0,0.0,741000000,0.649123,1.088235,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb94,"vfmadd231pdz  0x100(%r11), %zmm7, %zmm31",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,52000000,9.000000,1.384615,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cb9b,"vfmadd231pdz  0x1c0(%r11), %zmm7, %zmm16",427,0.280648,0.280648,0.0,0.280648,0.0,0.0,0.0,0.0,0.0,26000000,20.000000,1.428571,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cba2,"vfmadd231pdz  0x700(%r9), %zmm7, %zmm17",427,0.210486,0.210486,0.0,0.210486,0.0,0.0,0.0,0.0,0.0,13000000,40.000000,1.904762,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cba9,"vfmadd231pdz  0x7c0(%r9), %zmm7, %zmm18",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,39000000,11.000000,1.269231,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbb0,"vfmadd231pdz  0x100(%r13), %zmm7, %zmm21",427,0.240556,0.240556,0.0,0.240556,0.0,0.0,0.0,0.0,0.0,572000000,0.636364,1.166667,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbb7,"vfmadd231pdz  0x1c0(%r13), %zmm7, %zmm19",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,1118000000,0.546512,1.807692,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbbe,"vfmadd231pdz  0x280(%r13), %zmm7, %zmm20",427,0.240556,0.240556,0.0,0.240556,0.0,0.0,0.0,0.0,0.0,923000000,0.422535,1.250000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbc5,"vfmadd231pdz  0x680(%r8), %zmm5, %zmm30",427,0.280648,0.280648,0.0,0.280648,0.0,0.0,0.0,0.0,0.0,845000000,0.476923,1.107143,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbcc,"vfmadd231pdz  0x140(%r11), %zmm5, %zmm31",427,0.340787,0.340787,0.0,0.340787,0.0,0.0,0.0,0.0,0.0,624000000,0.791667,1.117647,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbd3,"vfmadd231pdz  0x200(%r11), %zmm5, %zmm16",427,0.320741,0.320741,0.0,0.320741,0.0,0.0,0.0,0.0,0.0,832000000,0.515625,1.031250,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbda,"vfmadd231pdz  0x740(%r9), %zmm5, %zmm17",427,0.190440,0.190440,0.0,0.190440,0.0,0.0,0.0,0.0,0.0,780000000,0.500000,1.578947,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbe1,"vfmadd231pdz  0x800(%r9), %zmm5, %zmm18",427,0.300695,0.300695,0.0,0.300695,0.0,0.0,0.0,0.0,0.0,910000000,0.414286,0.966667,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbe8,"vfmadd231pdz  0x140(%r13), %zmm5, %zmm21",427,0.250579,0.250579,0.0,0.250579,0.0,0.0,0.0,0.0,0.0,754000000,0.500000,1.160000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbef,"vfmadd231pdz  0x200(%r13), %zmm5, %zmm19",427,0.280648,0.280648,0.0,0.280648,0.0,0.0,0.0,0.0,0.0,975000000,0.480000,1.285714,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbf6,"vfmadd231pdz  0x2c0(%r13), %zmm5, %zmm20",427,0.200463,0.200463,0.0,0.200463,0.0,0.0,0.0,0.0,0.0,871000000,0.507463,1.700000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cbfd,"vfmadd231pdz  0x640(%rdx), %zmm6, %zmm22",427,0.320741,0.320741,0.0,0.320741,0.0,0.0,0.0,0.0,0.0,1040000000,0.562500,1.406250,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc04,"vfmadd231pdz  0x100(%r12), %zmm6, %zmm29",427,0.461065,0.461065,0.0,0.461065,0.0,0.0,0.0,0.0,0.0,845000000,0.600000,0.847826,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc0c,"vfmadd231pdz  0x1c0(%r12), %zmm6, %zmm23",427,0.400926,0.400926,0.0,0.400926,0.0,0.0,0.0,0.0,0.0,1066000000,0.524390,1.075000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc14,"vfmadd231pdz  0x700(%rcx), %zmm6, %zmm27",427,0.330764,0.330764,0.0,0.330764,0.0,0.0,0.0,0.0,0.0,806000000,0.500000,0.939394,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc1b,"vfmadd231pdz  0x7c0(%rcx), %zmm6, %zmm24",427,0.491135,0.491135,0.0,0.491135,0.0,0.0,0.0,0.0,0.0,1066000000,0.512195,0.857143,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc22,"vfmadd231pdz  0x100(%r14), %zmm6, %zmm28",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,936000000,0.458333,1.269231,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc29,"vfmadd231pdz  0x1c0(%r14), %zmm6, %zmm25",427,0.270625,0.270625,0.0,0.270625,0.0,0.0,0.0,0.0,0.0,806000000,0.580645,1.333333,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc30,"vfmadd231pdz  0x280(%r14), %zmm6, %zmm26",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,819000000,0.555556,1.346154,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc37,"vfmadd231pdz  0x680(%rdx), %zmm4, %zmm22",427,0.270625,0.270625,0.0,0.270625,0.0,0.0,0.0,0.0,0.0,910000000,0.528571,1.370370,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc3e,"vfmadd231pdz  0x140(%r12), %zmm4, %zmm29",427,0.290671,0.290671,0.0,0.290671,0.0,0.0,0.0,0.0,0.0,845000000,0.507692,1.137931,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc46,"vfmadd231pdz  0x200(%r12), %zmm4, %zmm23",427,0.310718,0.310718,0.0,0.310718,0.0,0.0,0.0,0.0,0.0,845000000,0.523077,1.096774,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc4e,"vfmadd231pdz  0x740(%rcx), %zmm4, %zmm27",427,0.360834,0.360834,0.0,0.360834,0.0,0.0,0.0,0.0,0.0,715000000,0.545455,0.833333,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc55,"vfmadd231pdz  0x800(%rcx), %zmm4, %zmm24",427,0.380880,0.380880,0.0,0.380880,0.0,0.0,0.0,0.0,0.0,754000000,0.810345,1.236842,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc5c,"vfmadd231pdz  0x140(%r14), %zmm4, %zmm28",427,0.250579,0.250579,0.0,0.250579,0.0,0.0,0.0,0.0,0.0,637000000,0.816327,1.600000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc63,"vfmadd231pdz  0x200(%r14), %zmm4, %zmm25",427,0.250579,0.250579,0.0,0.250579,0.0,0.0,0.0,0.0,0.0,780000000,0.550000,1.320000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc6a,"vfmadd231pdz  0x2c0(%r14), %zmm4, %zmm26",427,0.270625,0.270625,0.0,0.270625,0.0,0.0,0.0,0.0,0.0,923000000,0.380282,1.000000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc71,"vunpckhpd %zmm31, %zmm30, %zmm13",427,0.240556,0.240556,0.0,0.240556,0.0,0.0,0.0,0.0,0.0,728000000,0.535714,1.250000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc77,"vunpcklpd %zmm31, %zmm30, %zmm14",427,0.270625,0.270625,0.0,0.270625,0.0,0.0,0.0,0.0,0.0,767000000,0.694915,1.518519,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc7d,"vunpckhpd %zmm17, %zmm16, %zmm30",427,0.280648,0.280648,0.0,0.280648,0.0,0.0,0.0,0.0,0.0,871000000,0.462687,1.107143,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc83,"vunpcklpd %zmm17, %zmm16, %zmm16",427,0.320741,0.320741,0.0,0.320741,0.0,0.0,0.0,0.0,0.0,936000000,0.472222,1.062500,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc89,"vunpckhpd %zmm21, %zmm18, %zmm17",427,0.290671,0.290671,0.0,0.290671,0.0,0.0,0.0,0.0,0.0,702000000,0.500000,0.931034,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc8f,"vunpcklpd %zmm21, %zmm18, %zmm18",427,0.270625,0.270625,0.0,0.270625,0.0,0.0,0.0,0.0,0.0,650000000,0.540000,1.000000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc95,"vunpckhpd %zmm20, %zmm19, %zmm21",427,0.360834,0.360834,0.0,0.360834,0.0,0.0,0.0,0.0,0.0,819000000,0.698413,1.222222,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cc9b,"vunpcklpd %zmm20, %zmm19, %zmm19",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,1001000000,0.480519,1.423077,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cca1,"vaddpd %zmm14, %zmm13, %zmm15",427,0.370857,0.370857,0.0,0.370857,0.0,0.0,0.0,0.0,0.0,884000000,0.544118,1.000000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cca7,"vaddpd %zmm18, %zmm17, %zmm31",427,0.310718,0.310718,0.0,0.310718,0.0,0.0,0.0,0.0,0.0,845000000,0.415385,0.870968,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccad,"vaddpd %zmm16, %zmm30, %zmm14",427,0.370857,0.370857,0.0,0.370857,0.0,0.0,0.0,0.0,0.0,1040000000,0.487500,1.054054,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccb3,"vaddpd %zmm19, %zmm21, %zmm13",427,0.200463,0.200463,0.0,0.200463,0.0,0.0,0.0,0.0,0.0,845000000,0.600000,1.950000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccb9,"vmovaps %zmm15, %zmm20",427,0.380880,0.380880,0.0,0.380880,0.0,0.0,0.0,0.0,0.0,793000000,0.606557,0.973684,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccbf,"leaq  0xc00(%r9), %r14",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,858000000,0.439394,1.115385,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccc6,"vblendmpd %zmm31, %zmm15, %zmm15{%k2}",427,0.370857,0.370857,0.0,0.370857,0.0,0.0,0.0,0.0,0.0,689000000,0.547170,0.783784,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cccc,"leaq  0xc00(%rcx), %r13",427,0.370857,0.370857,0.0,0.370857,0.0,0.0,0.0,0.0,0.0,702000000,0.722222,1.054054,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccd3,"vpermt2pd %zmm31, %zmm9, %zmm20",427,0.290671,0.290671,0.0,0.290671,0.0,0.0,0.0,0.0,0.0,858000000,0.606061,1.379310,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccd9,"vaddpd %zmm15, %zmm20, %zmm15",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,819000000,0.492063,1.192308,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccdf,"vunpckhpd %zmm29, %zmm22, %zmm20",427,0.481111,0.481111,0.0,0.481111,0.0,0.0,0.0,0.0,0.0,975000000,0.680000,1.062500,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cce5,"vunpcklpd %zmm29, %zmm22, %zmm22",427,0.210486,0.210486,0.0,0.210486,0.0,0.0,0.0,0.0,0.0,858000000,0.530303,1.666667,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cceb,"vunpckhpd %zmm27, %zmm23, %zmm29",427,0.310718,0.310718,0.0,0.310718,0.0,0.0,0.0,0.0,0.0,780000000,0.683333,1.322581,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccf1,"vunpcklpd %zmm27, %zmm23, %zmm23",427,0.290671,0.290671,0.0,0.290671,0.0,0.0,0.0,0.0,0.0,819000000,0.587302,1.275862,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccf7,"vunpckhpd %zmm28, %zmm24, %zmm27",427,0.160370,0.160370,0.0,0.160370,0.0,0.0,0.0,0.0,0.0,845000000,0.476923,1.937500,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3ccfd,"vunpcklpd %zmm28, %zmm24, %zmm24",427,0.280648,0.280648,0.0,0.280648,0.0,0.0,0.0,0.0,0.0,897000000,0.550725,1.357143,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cd03,"vunpckhpd %zmm26, %zmm25, %zmm28",427,0.260602,0.260602,0.0,0.260602,0.0,0.0,0.0,0.0,0.0,936000000,0.541667,1.500000,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cd09,"vunpcklpd %zmm26, %zmm25, %zmm25",427,0.280648,0.280648,0.0,0.280648,0.0,0.0,0.0,0.0,0.0,832000000,0.609375,1.392857,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cd0f,"vaddpd %zmm24, %zmm27, %zmm24",427,0.320741,0.320741,0.0,0.320741,0.0,0.0,0.0,0.0,0.0,702000000,0.722222,1.218750,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cd15,"vmovaps %zmm14, %zmm16",427,0.310718,0.310718,0.0,0.310718,0.0,0.0,0.0,0.0,0.0,806000000,0.596774,1.193548,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cd1b,"vblendmpd %zmm13, %zmm14, %zmm14{%k2}",427,0.210486,0.210486,0.0,0.210486,0.0,0.0,0.0,0.0,0.0,858000000,0.590909,1.857143,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
0x3cd21,"vpermt2pd %zmm13, %zmm9, %zmm16",427,0.230533,0.230533,0.0,0.230533,0.0,0.0,0.0,0.0,0.0,793000000,0.557377,1.478261,libpll.so.0.0.0,pll_core_update_sumtable_ii_20x20_avx512f,core_derivatives_avx512f.c,/home/hpc/pr63lo/di56sad2/rudolf/libpll/src/.libs/libpll.so.0.0.0,0x1c20,0x3bc30
